,Sentence,Hate-Speech
1517,పీకీఎల్‌ 7వ సీజన్‌ కోసం జరిగిన వేలంలో తొలుత విదేశీ ఆటగాళ్లను ప్రాంఛైజీలు కొనుగోలు చేశాయి.,no
30604,"బాలీవుడ్‌ సూపర్‌స్టార్‌ షారుక్‌ ఖాన్‌, అతని భార్య గౌరీ మధ్య జరిగిన ఇన్‌స్టాగ్రామ్‌ సంభాషణ సోషల్‌మీడియాలో వైరల్‌ అవుతోంది.",no
7028,"రెండో రోజు ఆట ముగిసే సరికి 6 వికెట్లు పడగొట్టారు.
",no
4660,2010లో దక్షిణాఫ్రికా కోచ్‌గా పదవికాలం ముగిసిన తర్వాత కొంతకాలం ఆస్ట్రేలియాలో టీ-20 ప్రాంఛైజీలకు కోచ్‌గా సేవలందించారు.,no
32971,ఇది కేవలం బ్లాక్‌బస్టర్‌ మాత్రమే కాదు.,no
12100,"తిరుమల శ్రీవారి ఆలయంలో మే 17వ తేదీ శుక్ర‌వారం నృసింహ జయంతి ఘనంగా జరుగనుంది.
",no
20527,దీంతో కారులో ఉన్న చిన్నారి సహా ఐదుగురు మృతిచెందారు,no
12028,"అయితే రీపోలింగ్ ముగిసే వరకు నిరుద్యోగ భృతి పెంపు కుదరదని స్ప‌ష్టం చేయ‌టంతో ఈనెల ఆరున 5 కేంద్రాల‌లో రీపోలింగ్ త‌దుప‌రి నిరుద్యోగ భృతి పెంపు అమ‌లు లోకి వ‌చ్చే అవ‌కాశం ఉంది.
",no
876,తొలిసారి అలెన్‌ బోర్డర్‌ నాయకత్వంలో 1987 ప్రంపచకప్‌ గెలిచిన అనంతరం రెండు దశాబ్దాలపైగా విశ్వ క్రికెట్‌ను ఆస్ట్రేలియా శాసించింది.,no
28709,"సెకండ్‌ హాఫ్‌లో కథ మరీ నెమ్మదిగా సాగటం ప్రేక్షకుల సహనాన్ని పరీక్షిస్తుంది.
",no
14866,"అనంతరం మీడియాతో మాట్లాడుతూ బడుగు, బలహీన వర్గాలతో పాటు అన్ని వర్గాల ప్రజలకు చేయూతనిచ్చిన మహానుభావుడు ఎన్టీఆర్ అని అన్నారు.
",no
15613,"లోక్‌సభ 5 దశ పోలింగ్‌ సమయంలో తృణమూల్‌ కాంగ్రెస్‌ (టిఎంసి) కార్యకర్తలు తనపై దాడి చేశారంటూ అర్జున్‌ సింగ్‌ ఆరోపించిన కొన్ని గంటల తరువాత ఆయనపై ఎఫ్‌ఐఆర్‌ నమోదయింది.
",no
27599,హీరోయిన్ భూమిక గత మూడేళ్లుగా క్యారెక్టర్ రోల్స్‌తో మళ్లీ లైమ్‌లైట్‌లోకి వచ్చింది,no
15789,"ఎన్నో అవమానాలు పడ్డారనీ, కష్టాలు ఎదుర్కొన్నారన్నారు.
",no
14605,"ఈ కృతజ్ఞతతోనే చంద్రబాబు మమత పార్టీ తరపున పశ్చిమ బెంగాల్‌లో ఎన్నికల ప్రచారం చేస్తున్నట్లు తెలుస్తోంది.
",no
18432,"లోకకల్యాణార్ధం సన్యాసికారి కార్యక్రమాన్ని చేస్తున్నామని.
",no
17762,"అధికార పక్షంలోని వ్యక్తిని సభాపతిగా ఎంచుకుంటూ వచ్చామన్నారు.
",no
6062,"హర్యానాలో ముగిసిన జూనియర్‌, యూత్‌ జాతీయ అంతర్‌ రాష్ట్ర టీటీ ఛాంపియన్‌షిప్‌లో కాంస్యం నెగ్గిన ఆమె.
",no
9918,టోర్నీలో ఆమె 125 35 స్ట్రైక్‌ రేట్‌తో 178 పరుగులు సాధించింది,no
12678,"వారణాశిలోని బనారస్‌ హిందూ హాస్పిటల్‌లో ఉన్న సుందర్‌లాల్‌ హాస్పిటల్‌లో వైద్యుల సమ్మె కారణంగా వైద్యసేవలకు అంతరాయం ఏర్పడటంతో రోగులు వైద్యం అందక ఆసుపత్రి ప్రాంగణంలో తీవ్ర ఇబ్బందులు పడుతున్నారు.
",no
3485,తొలి హాఫ్‌ సెంచరీ సాధించడానికి 91 బంతులు ఆడిన విజరు మిగతా 50 పరుగులను కేవలం 27బంతులు మాత్రమే తీసుకున్నాడు.,no
6227,"ముంబై : ప్రపంచకప్‌ గెలిచేందుకు కావాల్సిన అస్త్రశస్త్రాలు భారత్‌ దగ్గర పుష్కలంగా ఉన్నాయని టీమిండియా కోచ్‌ రవిశాస్త్రి అన్నాడు.
",no
21023,ఎన్నో అనుమానాలు,no
10129,రెండో స్థానంలో ఉన్న విలియమ్సన్‌ కంటే 34 పాయింట్ల ఆధిక్యంలో ఉన్నాడు,no
